"LOCATION,""INDICATOR"",""SUBJECT"",""MEASURE"",""FREQUENCY"",""TIME"",""Value"",""Flag Codes"""
"MEX,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2001"",2.578,"
"MEX,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2002"",2.711,"
"MEX,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2003"",2.753,"
"MEX,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2004"",2.818,"
"MEX,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2005"",2.928,"
"MEX,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2006"",3.001,"
"MEX,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2007"",3.206,"
"MEX,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2008"",3.324,"
"MEX,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2009"",3.237,"
"MEX,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2010"",3.26,"
"MEX,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2011"",2.906,"
"MEX,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2012"",3.187,"
"MEX,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2013"",3.194,"
"MEX,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2014"",3.296,"
"MEX,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2015"",3.478,"
"MEX,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2016"",3.718,"
"MEX,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2017"",3.789,"
"MEX,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2018"",3.815,"
"MEX,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2019"",3.518,"
"MEX,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2020"",3.77,"
"MEX,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2021"",3.782,"
"MEX,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2022"",3.79,"
"MEX,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2023"",3.798,"
"MEX,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2024"",3.809,"
"MEX,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2025"",3.816,"
"MEX,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2026"",3.825,"
"MEX,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2027"",3.834,"
"MEX,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2028"",3.841,"
"MEX,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2029"",3.85,"
"IDN,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""1990"",2.151,"
"IDN,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""1991"",2.203,"
"IDN,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""1992"",2.197,"
"IDN,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""1993"",2.209,"
"IDN,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""1994"",2.258,"
"IDN,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""1995"",2.486,"
"IDN,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""1996"",2.614,"
"IDN,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""1997"",2.652,"
"IDN,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""1998"",2.663,"
"IDN,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""1999"",2.765,"
"IDN,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2000"",2.845,"
"IDN,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2001"",3.088,"
"IDN,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2002"",3.241,"
"IDN,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2003"",3.344,"
"IDN,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2004"",3.454,"
"IDN,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2005"",3.47,"
"IDN,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2006"",3.66,"
"IDN,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2007"",4.078,"
"IDN,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2008"",4.237,"
"IDN,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2009"",4.436,"
"IDN,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2010"",4.565,"
"IDN,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2011"",4.899,"
"IDN,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2012"",4.844,"
"IDN,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2013"",4.954,"
"IDN,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2014"",5.178,"
"IDN,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2015"",5.371,"
"IDN,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2016"",5.791,"
"IDN,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2017"",6.446,"
"IDN,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2018"",6.415,"
"IDN,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2019"",6.511,"
"IDN,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2020"",6.659,"
"IDN,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2021"",6.654,"
"IDN,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2022"",6.746,"
"IDN,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2023"",6.847,"
"IDN,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2024"",6.954,"
"IDN,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2025"",7.07,"
"IDN,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2026"",7.181,"
"IDN,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2027"",7.293,"
"IDN,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2028"",7.403,"
"IDN,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2029"",7.515,"
"SAU,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""1990"",2,"
"SAU,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""1991"",2.5,"
"SAU,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""1992"",2.5,"
"SAU,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""1993"",2,"
"SAU,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""1994"",2,"
"SAU,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""1995"",2,"
"SAU,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""1996"",2.333,"
"SAU,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""1997"",2,"
"SAU,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""1998"",2.333,"
"SAU,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""1999"",2,"
"SAU,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2000"",10.25,"
"SAU,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2001"",6.667,"
"SAU,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2002"",10,"
"SAU,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2003"",4,"
"SAU,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2004"",3.857,"
"SAU,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2005"",3.792,"
"SAU,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2006"",5.727,"
"SAU,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2007"",5.625,"
"SAU,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2008"",5.621,"
"SAU,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2009"",5.566,"
"SAU,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2010"",5.267,"
"SAU,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2011"",5.994,"
"SAU,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2012"",6.026,"
"SAU,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2013"",6.115,"
"SAU,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2014"",6.667,"
"SAU,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2015"",7,"
"SAU,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2016"",6.714,"
"SAU,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2017"",5.714,"
"SAU,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2018"",6.462,"
"SAU,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2019"",6.357,"
"SAU,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2020"",6.357,"
"SAU,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2021"",6.457,"
"SAU,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2022"",6.558,"
"SAU,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2023"",6.659,"
"SAU,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2024"",6.761,"
"SAU,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2025"",6.863,"
"SAU,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2026"",6.967,"
"SAU,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2027"",7.072,"
"SAU,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2028"",7.178,"
"SAU,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2029"",7.287,"
"CHE,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""1990"",8.63,"
"CHE,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""1991"",8.407,"
"CHE,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""1992"",8.773,"
"CHE,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""1993"",9.191,"
"CHE,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""1994"",8.862,"
"CHE,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""1995"",8.654,"
"CHE,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""1996"",8.858,"
"CHE,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""1997"",9.583,"
"CHE,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""1998"",9.114,"
"CHE,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""1999"",8.885,"
"CHE,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2000"",9.651,"
"CHE,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2001"",8.944,"
"CHE,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2002"",9.217,"
"CHE,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2003"",4.299,"
"CHE,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2004"",9.614,"
"CHE,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2005"",9.65,"
"CHE,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2006"",7.604,"
"CHE,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2007"",10.17,"
"CHE,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2008"",9.703,"
"CHE,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2009"",10.413,"
"CHE,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2010"",8.492,"
"CHE,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2011"",11.445,"
"CHE,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2012"",10.828,"
"CHE,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2013"",9.075,"
"CHE,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2014"",10.756,"
"CHE,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2015"",7.375,"
"CHE,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2016"",9.684,"
"CHE,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2017"",10.694,"
"CHE,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2018"",8.588,"
"CHE,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2019"",8.474,"
"CHE,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2020"",9.252,"
"CHE,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2021"",9.28,"
"CHE,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2022"",9.307,"
"CHE,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2023"",9.335,"
"CHE,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2024"",9.363,"
"CHE,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2025"",9.391,"
"CHE,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2026"",9.42,"
"CHE,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2027"",9.448,"
"CHE,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2028"",9.476,"
"CHE,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2029"",9.505,"
"PAK,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""1990"",1.402,"
"PAK,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""1991"",1.419,"
"PAK,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""1992"",1.364,"
"PAK,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""1993"",1.38,"
"PAK,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""1994"",1.481,"
"PAK,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""1995"",1.609,"
"PAK,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""1996"",1.607,"
"PAK,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""1997"",1.626,"
"PAK,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""1998"",1.731,"
"PAK,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""1999"",1.718,"
"PAK,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2000"",1.741,"
"PAK,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2001"",1.768,"
"PAK,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2002"",1.857,"
"PAK,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2003"",2.003,"
"PAK,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2004"",2.849,"
"PAK,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2005"",2.984,"
"PAK,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2006"",3.036,"
"PAK,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2007"",3.427,"
"PAK,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2008"",3.415,"
"PAK,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2009"",3.488,"
"PAK,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2010"",3.805,"
"PAK,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2011"",3.99,"
"PAK,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2012"",3.983,"
"PAK,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2013"",4.231,"
"PAK,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2014"",4.321,"
"PAK,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2015"",4.425,"
"PAK,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2016"",4.598,"
"PAK,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2017"",4.718,"
"PAK,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2018"",4.787,"
"PAK,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2019"",4.667,"
"PAK,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2020"",4.852,"
"PAK,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2021"",4.909,"
"PAK,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2022"",4.997,"
"PAK,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2023"",5.085,"
"PAK,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2024"",5.175,"
"PAK,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2025"",5.264,"
"PAK,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2026"",5.351,"
"PAK,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2027"",5.441,"
"PAK,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2028"",5.53,"
"PAK,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2029"",5.62,"
"BRICS,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""1990"",3.102,"
"BRICS,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""1991"",3.081,"
"BRICS,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""1992"",3.287,"
"BRICS,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""1993"",3.481,"
"BRICS,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""1994"",3.318,"
"BRICS,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""1995"",3.535,"
"BRICS,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""1996"",3.761,"
"BRICS,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""1997"",3.387,"
"BRICS,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""1998"",3.836,"
"BRICS,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""1999"",3.705,"
"BRICS,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2000"",3.575,"
"BRICS,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2001"",3.661,"
"BRICS,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2002"",3.92,"
"BRICS,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2003"",3.84,"
"BRICS,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2004"",3.956,"
"BRICS,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2005"",4.152,"
"BRICS,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2006"",4.213,"
"BRICS,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2007"",4.368,"
"BRICS,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2008"",4.516,"
"BRICS,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2009"",4.477,"
"BRICS,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2010"",4.608,"
"BRICS,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2011"",4.968,"
"BRICS,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2012"",5.136,"
"BRICS,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2013"",5.259,"
"BRICS,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2014"",5.167,"
"BRICS,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2015"",5.036,"
"BRICS,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2016"",5.437,"
"BRICS,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2017"",5.35,"
"BRICS,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2018"",5.43,"
"BRICS,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2019"",5.561,"
"BRICS,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2020"",5.634,"
"BRICS,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2021"",5.686,"
"BRICS,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2022"",5.733,"
"BRICS,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2023"",5.824,"
"BRICS,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2024"",5.908,"
"BRICS,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2025"",6.013,"
"BRICS,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2026"",6.099,"
"BRICS,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2027"",6.186,"
"BRICS,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2028"",6.271,"
"BRICS,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2029"",6.359,"
"ISR,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""1990"",13.714,"
"ISR,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""1991"",15,"
"ISR,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""1992"",13.167,"
"ISR,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""1993"",11.833,"
"ISR,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""1994"",11,"
"ISR,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""1995"",10.667,"
"ISR,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""1996"",1,"
"ISR,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""1997"",1,"
"ISR,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""1998"",1,"
"ISR,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""1999"",1,"
"ISR,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2000"",1.333,"
"ISR,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2001"",1.167,"
"ISR,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2002"",1,"
"ISR,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2003"",1,"
"ISR,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2004"",10,"
"ISR,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2005"",6.5,"
"ISR,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2006"",19.5,"
"ISR,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2007"",18.6,"
"ISR,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2008"",19.8,"
"ISR,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2009"",25.155,"
"ISR,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2010"",29.054,"
"ISR,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2011"",33.684,"
"ISR,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2012"",25.449,"
